id,carat,price,cut,cut_nom,clarity,clarity_nom,color,color_nom,diamond_shape,ring_setting,metal_quality,merchant_title,ring_title,ring_description,prod_name_raw,mrch_id,product_url,image_url,image_url2,image_url3,ring_metal,votes,local_merchant_flag,priority_score,merchant_city
5292,0.25,6512,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,White Gold,1,1,1,3
5293,0.25,7512,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,Platinum,1,1,1,3
5294,1,15424,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,White Gold,1,1,1,3
5295,1,16424,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,Platinum,1,1,1,3
5296,1,18448,Very Good,3,VVS1,6,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,White Gold,1,1,1,3
5297,1,19448,Very Good,3,VVS1,6,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,Platinum,1,1,1,3
5298,0.75,10729,Very Good,3,VVS1,6,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,White Gold,1,1,1,3
5299,0.75,11729,Very Good,3,VVS1,6,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Bedazzle Engagement Ring ,A true sparkler this ring features multiple ribbons encrusted with pave diamonds surrounding the center diamond.    Currently available in 14k white gold with 0.67 total weight diamonds at a price of $5915.  Price does not include center diamond.    Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01650,  Mark Schneider Bedazzle Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-bedazzle-engagement-ring,http://greenwich.blob.core.windows.net/media/images/6284d799336041aab41ad341c951b10a-178x178.png,http://greenwich.blob.core.windows.net/media/images/ae7879e3edf748a989367394a5055221-178x178.png,http://greenwich.blob.core.windows.net/media/images/db34e0b13fea417e92e171ebe5cbd44f-178x178.png,Platinum,1,1,1,3
5300,0.5,5444,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,White Gold,1,1,1,3
5301,0.5,6444,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,Platinum,1,1,1,3
5302,0.5,5467,Very Good,3,VVS1,6,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,White Gold,1,1,1,3
5303,0.5,6467,Very Good,3,VVS1,6,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,Platinum,1,1,1,3
5304,0.75,6809,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,White Gold,1,1,1,3
5305,0.75,7809,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,Platinum,1,1,1,3
5306,0.25,3177,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,White Gold,1,1,1,3
5307,0.25,4177,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,Platinum,1,1,1,3
5308,1,12089,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,White Gold,1,1,1,3
5309,1,13089,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,Platinum,1,1,1,3
5310,1,15113,Very Good,3,VVS1,6,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,White Gold,1,1,1,3
5311,1,16113,Very Good,3,VVS1,6,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,Platinum,1,1,1,3
5312,0.75,7394,Very Good,3,VVS1,6,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,White Gold,1,1,1,3
5313,0.75,8394,Very Good,3,VVS1,6,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Reminiscent Engagement Ring ,This exquisite engagement ring features pave diamond encrusted leaf details surrounding the center diamond.    Currently available in 14k white gold with 0.16 total weight diamonds at a price of $2580.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.    Item number:  130-01671,  Mark Schneider Reminiscent Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-reminiscent-engagement-ring,http://greenwich.blob.core.windows.net/media/images/cd9352c7b5d64b06a2a9264d6234715a-178x178.png,http://greenwich.blob.core.windows.net/media/images/66bb272688d4462b9a0e59368fb83ffd-178x178.png,http://greenwich.blob.core.windows.net/media/images/94ffac47ae7f4892a10f11505395e382-178x178.png,Platinum,1,1,1,3
5314,0.5,5204,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,White Gold,1,1,1,3
5315,0.5,6204,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,Platinum,1,1,1,3
5316,0.5,5227,Very Good,3,VVS1,6,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,White Gold,1,1,1,3
5317,0.5,6227,Very Good,3,VVS1,6,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,Platinum,1,1,1,3
5318,0.75,6569,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,White Gold,1,1,1,3
5319,0.75,7569,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,Platinum,1,1,1,3
5320,0.25,2937,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,White Gold,1,1,1,3
5321,0.25,3937,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,Platinum,1,1,1,3
5322,1,11849,Very Good,3,VS1,4,D,7,Round,Pave,White Gold,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,White Gold,1,1,1,3
5323,1,12849,Very Good,3,VS1,4,D,7,Round,Pave,Platinum,Greenwich Jewelers,  Mark Schneider Adore Engagement Ring ,This stunning engagement ring features a six prong setting accented by pave diamond encrusted floral motifs.    Currently available in 14k white gold with 0.09 total weight diamonds at a price of $2340.  Price does not include center diamond.     Mark Schneider rings are available by special order in 14k gold 18k gold or platinum.     Item number:  130-01647,  Mark Schneider Adore Engagement Ring ,2,http://www.greenwichjewelers.com/shop/category/engagement-rings/products/mark-schneider-adore-engagement-ring,http://greenwich.blob.core.windows.net/media/images/97db831514fa4333ac832471e780bfa6-178x178.png,http://greenwich.blob.core.windows.net/media/images/04a1fcc730e34b38b584e1175be83bc0-178x178.png,http://greenwich.blob.core.windows.net/media/images/3a5c12c28135409584a1e00d0afa62f2-178x178.png,Platinum,1,1,1,3
