id,carat,price,cut,cut_nom,clarity,clarity_nom,color,color_nom,diamond_shape,ring_setting,ring_metal,metal_quality,merchant_title,ring_title,ring_description,prod_name_raw,mrch_id,product_url,image_url,image_url2,image_url3,votes,local_merchant_flag,priority_score,merchant_city
315,0.57,4144,Very Good,3,IF,7,E,6,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,30,1,3,3
316,0.72,4499,Very Good,3,VVS1,6,I,2,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,83,1,3,3
317,0.72,4853,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,38,1,3,3
318,0.72,4904,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,45,1,3,3
319,0.75,4941,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,55,1,3,3
320,0.7,4962,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,63,1,3,3
321,0.7,5081,Very Good,3,VVS1,6,F,5,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,3,1,3,3
322,0.73,5385,Very Good,3,VVS1,6,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,62,1,3,3
323,1,7008,Very Good,3,VVS2,5,I,2,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,26,1,3,3
324,1.01,7352,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,2,1,3,3
325,1,7476,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,39,1,3,3
326,1,7949,Very Good,3,IF,7,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,49,1,3,3
327,1.21,8318,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,4,1,3,3
328,1.2,8440,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,43,1,3,3
329,1.21,8528,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,9,1,3,3
330,1.44,11787,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in White Gold. The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,40,1,3,3
331,0.57,5612,Very Good,3,IF,7,E,6,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,83,1,3,3
332,0.72,5966,Very Good,3,VVS1,6,I,2,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,84,1,3,3
333,0.72,6320,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,60,1,3,3
334,0.72,6372,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,89,1,3,3
335,0.75,6409,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,8,1,3,3
336,0.7,6430,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,42,1,3,3
337,0.7,6549,Very Good,3,VVS1,6,F,5,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,67,1,3,3
338,0.73,6852,Very Good,3,VVS1,6,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,7,1,3,3
339,1,8475,Very Good,3,VVS2,5,I,2,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,33,1,3,3
340,1.01,8820,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,1,1,3,3
341,1,8944,Very Good,3,VVS2,5,G,4,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,82,1,3,3
342,1,9416,Very Good,3,IF,7,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,89,1,3,3
343,1.21,9785,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,19,1,3,3
344,1.2,9908,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,52,1,3,3
345,1.21,9996,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,98,1,3,3
346,1.44,13255,Very Good,3,VVS2,5,H,3,PRINCESS,THREE_STONE,PLATINUM,PLATINUM,Wedding Bands Company,Traditional Round Diamond Engagement Ring,Traditional Round Diamond Engagement Ring. Exquisitely crafted in platinum The Ring set with 2 Side Round Brilliant Diamonds With a total weight not Including the Center Stone of 0.16ct.,Traditional Round Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/1437.1.jpg,,,20,1,3,3
347,0.53,3000,Very Good,3,VS2,3,G,4,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Hakimi Gem Import's,Round Diamond Engagement Ring,This is a simple style engagement ring set with a .53 ct. Round Brilliant Cut Diamond. The ring is also set with 12 Round Brilliant Cut Diamonds weighting .26 ct.,Round Diamond Engagement Ring,6,http://www.hakimisgem.com/rings/engagement/diamond-engagement-ring,http://www.sparklie.net/images/Hakimi_Images/Item51a.jpg,http://www.sparklie.net/images/Hakimi_Images/Item51b.jpg,,72,1,0,3
348,1.3,8000,Ideal Cut,5,SI2,1,G,4,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Hakimi Gem Import's,Round Diamond Engagement Ring,This is a beautiful diamond engagement ring with a round diamond weighing 1.30 and accompanied with a GIA.,Round Diamond Engagement Ring,6,http://www.hakimisgem.com/rings/engagement/round-diamond-engagement-ring-2,http://www.sparklie.net/images/Hakimi_Images/Item52a.jpg,,,65,1,0,3
349,0.87,3600,Very Good,3,SI1,2,I,2,ROUND,THREE STONE,PLATINUM,PLATINUM,Hakimi Gem Import's,Three stone Diamond Ring,Traditional Three Stone Diamond ring set with three round brilliant cut diamonds weighing 1.52 cttw.,Three stone Diamond Ring,6,http://www.hakimisgem.com/rings/engagement/3-stone-round-diamond-ring,http://www.sparklie.net/images/Hakimi_Images/Item53a.jpg,http://www.sparklie.net/images/Hakimi_Images/Item53b.jpg,,74,1,0,3
350,0.91,6000,Very Good,3,SI2,1,F,5,EMERALD,SOLITAIRE,WHITE GOLD,WHITE GOLD,Hakimi Gem Import's,Emerald Cut Diamond Engagement Ring,Beautiful Emerald Cut Diamond accompanied with a GIA F-SI1,Emerald Cut Diamond Engagement Ring,6,http://www.hakimisgem.com/rings/engagement/emerald-cut-diamond-engagement-ring-w-halo,http://www.sparklie.net/images/Hakimi_Images/Item54a.jpg,http://www.sparklie.net/images/Hakimi_Images/Item54b.jpg,,72,1,0,3
351,1.2,6500,Very Good,3,SI2,1,F,5,MARQUISE,THREE STONE,PLATINUM,PLATINUM,Hakimi Gem Import's,Marquise three stone ring,Three stone Marquise engagement ring accompanied with a GIA F-SI2,Marquise three stone ring,6,http://www.hakimisgem.com/rings/engagement/marquise-diamond-engagement-ring,http://www.sparklie.net/images/Hakimi_Images/Item55a.jpg,http://www.sparklie.net/images/Hakimi_Images/Item55b.jpg,,15,1,0,3
352,0.55,2500,Very Good,3,SI2,1,H,3,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Hakimi Gem Import's,Micro Pave diamond engagement ring,Micro Pave Diamond engagement ring set with a .55 ct. diamond. The ring is also set with two match round diamonds weighing .22ct. ,Micro Pave diamond engagement ring,6,http://www.hakimisgem.com/rings/engagement/3-stone-diamond-engagement-ring-w-halo,http://www.sparklie.net/images/Hakimi_Images/Item56a.jpg,http://www.sparklie.net/images/Hakimi_Images/Item56b.jpg,,11,1,0,3
353,0.93,4500,Very Good,3,SI2,1,H,3,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Hakimi Gem Import's,Round Diamond Engagement Ring,Round Diamond Engagement Ring set with two beautifully matching baguette cut diamonds.,Round Diamond Engagement Ring,6,http://www.hakimisgem.com/rings/engagement/round-diamond-engagement-ring,http://www.sparklie.net/images/Hakimi_Images/Item57a.jpg,http://www.sparklie.net/images/Hakimi_Images/Item57b.jpg,,69,1,0,3
354,2.14,20000,Ideal Cut,5,VS2,3,J,1,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Hakimi Gem Import's,Round Diamond Engagement Ring,Beautiful 2.14 GIA certified Diamond J-VS2 set in a mouting with 3.00 cttw. This is a stunning engagement ring!,Round Diamond Engagement Ring,6,http://www.hakimisgem.com/rings/engagement/3-row-diamond-engagement-ring,http://www.sparklie.net/images/Hakimi_Images/Item58a.jpg,http://www.sparklie.net/images/Hakimi_Images/Item58b.jpg,,29,1,0,3
355,0.45,9413,Very Good,3,VVS2,5,G,4,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,13,1,3,3
356,0.51,9499,Very Good,3,VVS2,5,G,4,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,51,1,3,3
357,0.7,10750,Very Good,3,VVS1,6,H,3,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,64,1,3,3
358,0.72,10758,Very Good,3,VVS1,6,G,4,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,9,1,3,3
359,0.77,10944,Very Good,3,VVS1,6,H,3,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,56,1,3,3
360,0.72,11304,Very Good,3,VVS2,5,F,5,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,100,1,3,3
361,0.8,11418,Very Good,3,VVS1,6,G,4,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,83,1,3,3
362,1.01,12119,Very Good,3,VVS1,6,I,2,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,2,1,3,3
363,0.93,12588,Very Good,3,VVS2,5,G,4,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,73,1,3,3
364,1.02,12648,Very Good,3,VVS2,5,H,3,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,5,1,3,3
365,1.06,12660,Very Good,3,VVS2,5,H,3,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,89,1,3,3
366,0.99,12777,Very Good,3,VVS2,5,G,4,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,79,1,3,3
367,1.01,13607,Very Good,3,VVS2,5,F,5,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,95,1,3,3
368,1.03,15352,Very Good,3,VVS2,5,F,5,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,34,1,3,3
369,1.59,17130,Very Good,3,VVS2,5,I,2,ROUND,HALO,PLATINUM,PLATINUM,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,32,1,3,3
370,0.45,7322,Very Good,3,VVS2,5,G,4,ROUND,HALO,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,24,1,3,3
371,0.51,7408,Very Good,3,VVS2,5,G,4,ROUND,HALO,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,26,1,3,3
372,0.7,8659,Very Good,3,VVS1,6,H,3,ROUND,HALO,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,27,1,3,3
373,0.72,8667,Very Good,3,VVS1,6,G,4,ROUND,HALO,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Antique Halo Pave Cushion Diamond Engagement Ring,"Cushion Cut Diamond Antique Design Halo Pave Engagement Ring. Halo design surround the center and sides of the ring. All diamonds weighs 1.28 carat total weight, to fit the center of your choice",Antique Halo Pave Cushion Diamond Engagement Ring,7,,http://weddingbandscompany.com/images/products/detail/CushionAntiqueHaloPaveDiamo.jpg,,,71,1,3,3
